text,label
모르면 배우고가라 병신아이슬람 역사 병신아그럼 다 아는거라고? ㅈㄹ마 상식선에서 니가 팔레비왕조에 대한 의견을 설파해보던가 ㅅㄲ야,1
모르면 배우고가라 병신아이슬람 역사 상식선에서 아는거라고? 다 ㅈㄹ마 병신아그럼 니가 팔레비왕조에 대한 의견을 설파해보던가 ㅅㄲ야,1
모르면 배우고가라 병신아이슬람 역사 상식선에서 다 아는거라고? ㅈㄹ마 병신아그럼 니가 팔레비왕조에 대한 의견을 설파해보던가 ㅅㄲ야,1
애잘낳것다,0
05게이인데.해빔소스 못무봐따...,1
못무봐따... 05게이인데.해빔소스,1
05게이인데.해빔소스 못무봐따...,1
이쁜 김치녀인거 빼고는 안됨 ㅋㅋ현우진 저사람 스탠퍼드 수학과 ㅋㅋㅋㅋㅋ 상대가,1
안됨 김치녀인거 빼고는 상대가 이쁜 ㅋㅋ현우진 저사람 스탠퍼드 수학과 ㅋㅋㅋㅋㅋ,1
이쁜 김치녀인거 빼고는 상대가 안됨 ㅋㅋ현우진 저사람 수학과 ㅋㅋㅋㅋㅋ 스탠퍼드,1
이쁜 김치녀인거 빼고는 상대가 안됨 ㅋㅋ현우진 저사람 스탠퍼드 수학과 ㅋㅋㅋㅋㅋ,1
뭐 현장출동직도 존나 큰 화제 없으면 차는 개꿀직이고 족구나,1
큰 현장출동직도 존나 뭐 화제 없으면 족구나 차는 개꿀직이고,1
없으면 현장출동직도 존나 큰 화제 뭐 족구나 차는 개꿀직이고,1
뭐 현장출동직도 존나 큰 화제 없으면 족구나 차는 개꿀직이고,1
다들 속으로 지 생각하면서 아닌척 새끼 불타느척 해야 사회적 으로 형성된 공감대에 기를 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들 똑같이 정의감에 용접공 시킬려고 하면 어울린다 쓰고 반대할 새끼들이 누구보다 용접공을 무시하지만 그렇지 않은척,1
다들 속으로 똑같이 생각하면서 아닌척 정의감에 불타느척 해야 사회적 공감대에 형성된 으로 어울린다 누구보다 ㅋㅋㅋㅋ 새끼들 위선자 지 새끼 용접공 시킬려고 하면 기를 쓰고 반대할 새끼들이 생각하는거지 용접공을 무시하지만 그렇지 않은척,1
다들 속으로 생각하면서 똑같이 아닌척 정의감에 불타느척 해야 사회적 으로 형성된 공감대에 어울린다 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들 지 새끼 새끼들이 시킬려고 무시하지만 기를 쓰고 반대할 용접공 누구보다 용접공을 하면 그렇지 않은척,1
다들 속으로 똑같이 생각하면서 아닌척 정의감에 불타느척 해야 사회적 으로 형성된 공감대에 어울린다 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들 지 새끼 용접공 시킬려고 하면 기를 쓰고 반대할 새끼들이 누구보다 용접공을 무시하지만 그렇지 않은척,1
그러니 이 정부가 서울 집값을 집가진 것이라는 망상 따위는 버려야 한다. 그저 잡을 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 서민정부는 지지층이 코스프레만으로 충분하다.,0
그러니 이 정부가 서울 한다. 잡을 것이라는 사람이고 따위는 버려야 집값을 지지층이 집가진 망상 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 서민정부는 그저 코스프레만으로 충분하다.,0
그러니 이 정부가 집값을 잡을 것이라는 망상 서민정부는 버려야 한다. 지지층이 집가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 따위는 그저 코스프레만으로 충분하다. 서울,0
그러니 이 정부가 서울 집값을 잡을 것이라는 망상 따위는 버려야 한다. 지지층이 집가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 서민정부는 그저 코스프레만으로 충분하다.,0
누가뽑았냐 쟤,0
쟤 누가뽑았냐,0
드러내지 수준 니 말고,1
니 수준 드러내지 말고,1
일본 주욱 망할때까지 장기집권 가즈아,0
망할때까지 일본 주욱 장기집권 가즈아,0
일본 주욱 장기집권 가즈아 망할때까지,0
일본 망할때까지 주욱 장기집권 가즈아,0
펭귄떼가 입수하는거랑 같다고 보면된다. 줄줄이,0
펭귄떼가 줄줄이 입수하는거랑 보면된다. 같다고,0
펭귄떼가 줄줄이 입수하는거랑 같다고 보면된다.,0
ㅇㅂ 팩트,0
팩트 ㅇㅂ,0
좌파는 그냥 북한 '인민'으로 김정은 충성하며 보내서 사는게 딱 맞는 수준이다.,1
좌파는 그냥 북한 보내서 김정은 충성하며 수준이다. 사는게 딱 맞는 '인민'으로,1
좌파는 그냥 북한 보내서 김정은 충성하며 '인민'으로 사는게 딱 맞는 수준이다.,1
오히려 신해식을 대화를 내쫒고 거부하더라,0
신해식을 오히려 내쫒고 대화를 거부하더라,0
거부하더라 신해식을 내쫒고 대화를 오히려,0
오히려 신해식을 내쫒고 대화를 거부하더라,0
있으니 예전부터 높았는데 제대로된 정부가 의료수준은 수준높은 의료시스템이 원활하게 작동되는겁니다.,0
의료수준은 정부가 높았는데 제대로된 예전부터 있으니 수준높은 의료시스템이 원활하게 작동되는겁니다.,0
의료수준은 예전부터 높았는데 제대로된 정부가 있으니 수준높은 의료시스템이 원활하게 작동되는겁니다.,0
나도 그 알바 현대 생각함. 아닌가?,0
나도 그 생각함. 현대 아닌가? 알바,0
나도 그 현대 알바 아닌가? 생각함.,0
나도 그 생각함. 현대 알바 아닌가?,0
궁뎅이 자극으로 최고라고하던데 ???,0
??? 궁뎅이 최고라고하던데 자극으로,0
??? 자극으로 궁뎅이 최고라고하던데,0
??? 궁뎅이 자극으로 최고라고하던데,0
군대 가기 전에 군대 존나 두렵잖아,1
군대 가기 전에 존나 군대 두렵잖아,1
두렵잖아 가기 전에 군대 존나 군대,1
밥먹고 진짜 한달간 총쏘고 밥먹고 총쏘고,0
한달간 진짜 밥먹고 총쏘고 총쏘고 밥먹고,0
한달간 총쏘고 밥먹고 총쏘고 밥먹고 진짜,0
한달간 진짜 밥먹고 총쏘고 밥먹고 총쏘고,0
"‘Facebook 접속만으로 아이디 비밀번호 유출 특정 수 있다는 기사 내용 유럽의 아이디와 웹사이트들에 접속할 경우 될 비밀번호가 유출된다. 또 다른 변종은 제목이 웹사이트 updated account agreement’, 있다는 account agreement’, 감염될 Facebook account agreement’, ‘updated account agreement / 웹사이트 접속만으로 랜섬웨어에 감염 될 수 ‘new 기사 내용 이번에 유포된 ‘랜섬웨어’ 버전은 해당 사이트에 접속만해도 ‘new 가능성이 높아 클 피해가 것으로 전망되고 있다.",0
"웹사이트 접속만으로 아이디 비밀번호 유출 될 수 있다는 기사 내용 전망되고 특정 변종은 접속할 경우 아이디와 Facebook 유출된다. 또 ‘new 웹사이트들에 제목이 ‘Facebook updated account agreement’, 다른 account agreement’, ‘new 비밀번호가 account agreement’, ‘updated account agreement / 웹사이트 접속만으로 랜섬웨어에 감염 될 수 피해가 기사 내용 이번에 유포된 사이트에 버전은 해당 ‘랜섬웨어’ 접속만해도 감염될 가능성이 높아 있다는 클 것으로 유럽의 있다.",0
"웹사이트 접속만으로 아이디 경우 유출 될 기사 있다는 수 내용 유럽의 / 웹사이트들에 접속할 비밀번호 아이디와 비밀번호가 유출된다. 해당 다른 변종은 제목이 ‘Facebook updated account agreement’, ‘new account agreement’, ‘new Facebook account agreement’, ‘updated 클 agreement 특정 웹사이트 가능성이 랜섬웨어에 감염 될 수 있다는 기사 내용 이번에 유포된 ‘랜섬웨어’ 버전은 또 사이트에 접속만해도 감염될 접속만으로 높아 피해가 account 것으로 전망되고 있다.",0
"웹사이트 접속만으로 아이디 비밀번호 유출 될 수 있다는 기사 내용 유럽의 특정 웹사이트들에 접속할 경우 아이디와 비밀번호가 유출된다. 또 다른 변종은 제목이 ‘Facebook updated account agreement’, ‘new account agreement’, ‘new Facebook account agreement’, ‘updated account agreement / 웹사이트 접속만으로 랜섬웨어에 감염 될 수 있다는 기사 내용 이번에 유포된 ‘랜섬웨어’ 버전은 해당 사이트에 접속만해도 감염될 가능성이 높아 피해가 클 것으로 전망되고 있다.",0
친구가 쓰래기네 말한놈이 평생같이살 마누라를 모욕했으니,1
말한놈이 쓰래기네 친구가 마누라를 모욕했으니 평생같이살,1
말한놈이 쓰래기네 친구가 평생같이살 마누라를 모욕했으니,1
살았던건 한국에서 유학생활 할때가 끝이었어,0
한국에서 살았던건 할때가 유학생활 끝이었어,0
살았던건 유학생활 할때가 끝이었어 한국에서,0
한국에서 살았던건 유학생활 할때가 끝이었어,0
루시드드림으로 도망쳐서 행복하게 안되는데 살면,0
살면 도망쳐서 행복하게 루시드드림으로 안되는데,0
루시드드림으로 행복하게 도망쳐서 살면 안되는데,0
루시드드림으로 도망쳐서 행복하게 살면 안되는데,0
상어 상어는 좆같다 진짜 다 뒤졌으면,1
상어 좆같다 진짜 상어는 다 뒤졌으면,1
상어 다 좆같다 상어는 진짜 뒤졌으면,1
상어 진짜 좆같다 상어는 다 뒤졌으면,1
선거며,0
이만희 한티 가서 ㅋㅋㅋ 따져라,0
이만희 한티 따져라 ㅋㅋㅋ 가서,0
이만희 한티 가서 따져라 ㅋㅋㅋ,0
니생각 보인다?? 대단해 ㄴㄴ현직 개발자 앉아서 8000~10000달러 번다리플 ㄴㄴ,0
대단해 보인다?? 니생각 개발자 ㄴㄴ현직 앉아서 8000~10000달러 번다리플 ㄴㄴ,0
대단해 보인다?? 니생각 ㄴㄴ현직 개발자 앉아서 ㄴㄴ 번다리플 8000~10000달러,0
대단해 보인다?? 니생각 ㄴㄴ현직 개발자 앉아서 8000~10000달러 번다리플 ㄴㄴ,0
생체실험이 등임 중공군과 교전중 부상당한 일본군을 치료하는 장면의 사진 아니고,0
생체실험이 사진 중공군과 교전중 부상당한 일본군을 치료하는 장면의 아니고 등임,0
생체실험이 아니고 중공군과 교전중 장면의 일본군을 치료하는 부상당한 사진 등임,0
생체실험이 아니고 중공군과 교전중 부상당한 일본군을 치료하는 장면의 사진 등임,0
근데 한편 찍어서 내는 편집해서 여러편으로 경우도 많지 않음?,0
근데 한편 찍어서 여러편으로 편집해서 내는 많지 경우도 않음?,0
근데 내는 찍어서 여러편으로 편집해서 한편 경우도 많지 않음?,0
근데 한편 찍어서 여러편으로 편집해서 내는 경우도 많지 않음?,0
좀 오바인듯 나는 저정도로 잘생기지않았는데도 걍 얘기나눔;; 저렇게본다 잘생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 둘이서잇으면,0
좀 얘기나눔;; 나는 저정도로 잘생기지않았는데도 걍 둘이서잇으면 저렇게본다 잘생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 오바인듯,0
좀 오바인듯 나는 저렇게본다 잘생기지않았는데도 걍 둘이서잇으면 저정도로 잘생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 얘기나눔;;,0
좀 오바인듯 나는 저정도로 잘생기지않았는데도 걍 둘이서잇으면 저렇게본다 잘생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 얘기나눔;;,0
박보검 vs 서강준,0
명예돈얻겠다고? 돈도벌고,0
돈도벌고 명예돈얻겠다고?,0
결국 어쩌네 투덜대도 존나비싸네 너도나도 사재끼죠? ㅋㅋ,1
사재끼죠? 어쩌네 투덜대도 결국 너도나도 존나비싸네 ㅋㅋ,1
존나비싸네 투덜대도 어쩌네 결국 너도나도 사재끼죠? ㅋㅋ,1
존나비싸네 어쩌네 투덜대도 결국 너도나도 사재끼죠? ㅋㅋ,1
많이 벌어도 사업 같은데. 돈 다 쓴거 확장에,0
많이 벌어도 같은데. 확장에 돈 다 쓴거 사업,0
많이 벌어도 사업 확장에 돈 다 같은데. 쓴거,0
많이 벌어도 사업 확장에 돈 다 쓴거 같은데.,0
누워있으면서 아센시오 피파만했나,0
아센시오 피파만했나 누워있으면서,0
아센시오 누워있으면서 피파만했나,0
먹고살만하냐 토목기사따면,0
토목기사따면 먹고살만하냐,0
우좀 병신들은 대가리를 깨야해이런 새끼들이 정치질하는거보면 어디 금붕어새끼들 줄 키보드치는 알자너ㅋ,1
우좀 병신들은 대가리를 깨야해이런 새끼들이 줄 어디 금붕어새끼들 키보드치는 정치질하는거보면 알자너ㅋ,1
우좀 병신들은 대가리를 깨야해이런 새끼들이 정치질하는거보면 알자너ㅋ 금붕어새끼들 키보드치는 줄 어디,1
우좀 병신들은 대가리를 깨야해이런 새끼들이 정치질하는거보면 어디 금붕어새끼들 키보드치는 줄 알자너ㅋ,1
나뻤당 ㅋㅋㅋ,0
이게 인간들이 모든 같ㄱㄴ한데,0
이게 모든 같ㄱㄴ한데 인간들이,0
같ㄱㄴ한데 모든 인간들이 이게,0
이게 모든 인간들이 같ㄱㄴ한데,0
침 튄거라 ㅁㅈㅎ,0
침 ㅁㅈㅎ 튄거라,0
튄거라 침 ㅁㅈㅎ,0
니가 왜 울프(울부)짖어 늑대냐?,1
울프(울부)짖어 늑대냐? 왜 니가,1
니가 늑대냐? 왜 울프(울부)짖어,1
ㅋㅋㅋㅋㅋㅋㅋㅋ,0
저 즉각 난 길가다 만나면 ㄱㅅㄲ ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ,1
저 ㄱㅅㄲ ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ 길가다 만나면 즉각 난,1
ㄱㅅㄲ 저 난 길가다 만나면 즉각 ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ,1
저 ㄱㅅㄲ 난 길가다 만나면 즉각 ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ,1
왜 얼탱이가 없어 광주도 똑같이 시민구단 이렇게 창단했어 상무가 그런 역할임,0
왜 얼탱이가 없어 광주도 똑같이 이렇게 창단했어 상무가 그런 역할임 시민구단,0
왜 얼탱이가 없어 광주도 똑같이 이렇게 시민구단 상무가 창단했어 그런 역할임,0
왜 얼탱이가 없어 광주도 똑같이 이렇게 시민구단 창단했어 상무가 그런 역할임,0
외국여자랑 부탁인데 제발 해..매력적인 스시녀가 빠지냐. 왜 자꾸 한녀에 있는데 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 입국 허용해라..,1
제발 부탁인데 외국여자랑 해..매력적인 스시녀가 있는데 입국 자꾸 한녀에 왜 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 빠지냐. 허용해라..,1
제발 부탁인데 외국여자랑 해..매력적인 있는데 왜 자꾸 입국 빠지냐. 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 한녀에 허용해라.. 스시녀가,1
제발 부탁인데 외국여자랑 해..매력적인 스시녀가 있는데 왜 자꾸 한녀에 빠지냐. 한녀들이 스시남 좋아하는거 봤냐? 빨리 스시녀 대량 입국 허용해라..,1
조용한가? 잘해서 처리를 ㅋㅋ,0
처리를 잘해서 ㅋㅋ 조용한가?,0
처리를 조용한가? ㅋㅋ 잘해서,0
처리를 잘해서 조용한가? ㅋㅋ,0
ㅋㅋ 들켰네 18번에서,0
들켰네 ㅋㅋ 18번에서,0
18번에서 들켰네 ㅋㅋ,0
일게이들 진지하노ㅋㅋㅋㅋ 광화문,1
광화문 진지하노ㅋㅋㅋㅋ 일게이들,1
진지하노ㅋㅋㅋㅋ 일게이들 광화문,1
광화문 일게이들 진지하노ㅋㅋㅋㅋ,1
자주들어야되냐 대충 무게가 쌀한가마니 정도 무거운게 노가다가면?ㅎ,0
무거운게 노가다가면?ㅎ 무게가 쌀한가마니 정도 자주들어야되냐 대충,0
무거운게 대충 정도 쌀한가마니 무게가 자주들어야되냐 노가다가면?ㅎ,0
무거운게 대충 무게가 쌀한가마니 정도 자주들어야되냐 노가다가면?ㅎ,0
광주 .. 열차타고 전남.. 김대중 가는날..,0
광주 전남.. .. 열차타고 김대중 가는날..,0
광주 전남.. 가는날.. .. 김대중 열차타고,0
광주 전남.. 열차타고 .. 김대중 가는날..,0
지랄하네 그나마 유의미한 연구결과가 키랑 비례한다는건데 해외 조사에서 각국에서 세계 몇명 표본 모아서 진행하니까 한국은 13cm더만 평균,1
지랄하네 그나마 유의미한 연구결과가 비례한다는건데 키랑 해외 조사에서 세계 각국에서 몇명 표본 모아서 진행하니까 한국은 13cm더만 평균,1
지랄하네 평균 유의미한 연구결과가 키랑 비례한다는건데 해외 조사에서 세계 각국에서 몇명 표본 모아서 진행하니까 한국은 13cm더만 그나마,1
지랄하네 그나마 유의미한 연구결과가 키랑 비례한다는건데 해외 조사에서 세계 각국에서 몇명 표본 모아서 진행하니까 한국은 13cm더만 평균,1
막년도 출신 비례,0
비례 출신 막년도,0
막년도 비례 출신,0
"수능영어에서 좋지만메가시절에는 2개밖에 없는거 알지?그래서 그거 구문독해 강의 많이 듣는데김기훈 천일문 인강 들은 애들은 병신이라서 대부분 들었냐? ㅋㅋㅋEBS에서 그래머 최원규 종합편으로 강의한건 정말 문법강의 영문법 말고는 별로였다.오히려 독해는 김기훈, 김우철, 존 이 분들이 괜찮았지.",1
"수능영어에서 문법강의 2개밖에 없는거 알지?그래서 대부분 듣는데김기훈 강의 ㅋㅋㅋEBS에서 김우철, 천일문 인강 들은 애들은 병신이라서 그거 들었냐? 많이 그래머 존 종합편으로 강의한건 정말 좋지만메가시절에는 영문법 말고는 별로였다.오히려 독해는 김기훈, 구문독해 최원규 이 분들이 괜찮았지.",1
"병신이라서 문법강의 2개밖에 없는거 천일문 대부분 구문독해 강의 많이 듣는데김기훈 알지?그래서 인강 들은 애들은 수능영어에서 이 들었냐? ㅋㅋㅋEBS에서 그래머 존 종합편으로 강의한건 정말 좋지만메가시절에는 영문법 말고는 별로였다.오히려 독해는 김기훈, 김우철, 최원규 그거 분들이 괜찮았지.",1
"수능영어에서 문법강의 2개밖에 없는거 알지?그래서 대부분 구문독해 강의 많이 듣는데김기훈 천일문 인강 들은 애들은 병신이라서 그거 들었냐? ㅋㅋㅋEBS에서 그래머 존 종합편으로 강의한건 정말 좋지만메가시절에는 영문법 말고는 별로였다.오히려 독해는 김기훈, 김우철, 최원규 이 분들이 괜찮았지.",1
저런 프로에 뭐하러 출연하는거냐 출연료 몇 아닐테고 주는것도 억 저렇게 자기 인생을 다 까발리는게 무슨 득이 있어,0
저런 출연하는거냐 뭐하러 프로에 출연료 몇 억 주는것도 아닐테고 저렇게 자기 인생을 다 까발리는게 무슨 득이 있어,0
저렇게 프로에 뭐하러 출연하는거냐 출연료 몇 억 주는것도 아닐테고 저런 자기 인생을 다 까발리는게 무슨 득이 있어,0
저런 프로에 뭐하러 출연하는거냐 출연료 몇 억 주는것도 아닐테고 저렇게 자기 인생을 다 까발리는게 무슨 득이 있어,0
전여친 큰게 이었는데 여자든 남자든 키 158 좋음,0
158 전여친 이었는데 여자든 남자든 키 큰게 좋음,0
전여친 158 이었는데 여자든 남자든 키 큰게 좋음,0
그리고 뼈 틀많은데 조작 여론조사 별거 아니라고 우기는 하나 이석기경기연합 어쩌고 그것도 여론조사 더때리면 결국 정당해산까지 간거임 선거는 민주주의꽃이라서 엄격함 닭이 여왕마인드 조선시대머리라 막한거지,1
그리고 뼈 하나 어쩌고 여론조사 별거 아니라고 우기는 틀많은데 이석기경기연합 더때리면 그것도 여론조사 조작 결국 정당해산까지 여왕마인드 선거는 민주주의꽃이라서 엄격함 닭이 간거임 조선시대머리라 막한거지,1
여론조사 뼈 하나 더때리면 여론조사 별거 아니라고 우기는 틀많은데 이석기경기연합 간거임 그것도 그리고 조작 결국 정당해산까지 어쩌고 선거는 민주주의꽃이라서 엄격함 닭이 여왕마인드 조선시대머리라 막한거지,1
그리고 뼈 하나 더때리면 여론조사 별거 아니라고 우기는 틀많은데 이석기경기연합 어쩌고 그것도 여론조사 조작 결국 정당해산까지 간거임 선거는 민주주의꽃이라서 엄격함 닭이 여왕마인드 조선시대머리라 막한거지,1
얼만데? 니네집은,0
니네집은 얼만데?,0
동의완료!!,0
너무한거아니오? 거,0
거 너무한거아니오?,0
못 다 떨어졌다 생각했는데 어느순간 딱 버텨주는거보고 클래스는 다르구나라는걸 마티치 시즌중반 미드진 붕괴때 프레드 각성 & 느낌;; 부활아니였음 챔스경쟁 꿈도 폼 꿨을듯,0
폼 다 떨어졌다 생각했는데 느낌;; 딱 버텨주는거보고 어느순간 다르구나라는걸 클래스는 시즌중반 미드진 붕괴때 프레드 각성 & 마티치 부활아니였음 챔스경쟁 꿈도 못 꿨을듯,0
폼 다 떨어졌다 생각했는데 어느순간 부활아니였음 버텨주는거보고 클래스는 다르구나라는걸 챔스경쟁 시즌중반 미드진 붕괴때 프레드 각성 & 마티치 딱 느낌;; 꿈도 못 꿨을듯,0
폼 다 떨어졌다 생각했는데 어느순간 딱 버텨주는거보고 클래스는 다르구나라는걸 느낌;; 시즌중반 미드진 붕괴때 프레드 각성 & 마티치 부활아니였음 챔스경쟁 꿈도 못 꿨을듯,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
람보르기니 도산대로에서 요란하게 끄는 부류인갑네,0
도산대로에서 부류인갑네 요란하게 끄는 람보르기니,0
도산대로에서 람보르기니 요란하게 끄는 부류인갑네,0
추천이요~,0
이집트 만들면서 태권도 품세를 한 기록이 있다!!! 피라미드,0
이집트 피라미드 품세를 태권도 만들면서 한 기록이 있다!!!,0
이집트 피라미드 만들면서 한 품세를 태권도 기록이 있다!!!,0
이집트 피라미드 만들면서 태권도 품세를 한 기록이 있다!!!,0
아니 수천억 많은년인데 이해가 박가린 존못 bj 가 비슷하게범 ㅋㅋ 20프로 슈수료 떼기전 18억 ㅆㅂ 버는돈을 가냐? 나이도 존나 가져야 누가 쏘는거야?,1
아니 수천억 이해가 버는돈을 박가린 존못 bj 가 비슷하게범 ㅋㅋ 20프로 ㅆㅂ 떼기전 18억 슈수료 가져야 가냐? 나이도 존나 많은년인데 누가 쏘는거야?,1
아니 수천억 가냐? 버는돈을 박가린 존못 bj 가 비슷하게범 ㅋㅋ 20프로 슈수료 떼기전 18억 누가 이해가 가져야 나이도 존나 많은년인데 ㅆㅂ 쏘는거야?,1
아니 수천억 가져야 버는돈을 박가린 존못 bj 가 비슷하게범 ㅋㅋ 20프로 슈수료 떼기전 18억 ㅆㅂ 이해가 가냐? 나이도 존나 많은년인데 누가 쏘는거야?,1
맞음ㅋㅋㅋㅋ,0
"기술쪽은 공부 안하는 같다고 아나보네.. ㅉㅉ설마 기술 배우는거랑 단순 공장 조립, 노가다랑 줄 보는 건 아니지?",1
"기술쪽은 공부 줄 아나보네.. ㅉㅉ설마 기술 배우는거랑 단순 공장 조립, 노가다랑 같다고 보는 건 아니지? 안하는",1
"기술쪽은 공부 안하는 줄 아나보네.. ㅉㅉ설마 건 배우는거랑 단순 공장 조립, 노가다랑 같다고 보는 기술 아니지?",1
"기술쪽은 공부 안하는 줄 아나보네.. ㅉㅉ설마 기술 배우는거랑 단순 공장 조립, 노가다랑 같다고 보는 건 아니지?",1
쓰레기같은 정말 동생이다,1
동생이다 쓰레기같은 정말,1
정말 쓰레기같은 동생이다,1
너 닉네임에서 사람 느껴진다 ㅇ ㅇ 특수용접이니 그거 고수익 이라면서 나도 그런건 그런거 하는 불향기가 있으면 따까리 보조로 버는 150만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 월 것 같은데 대체 ㅅㅂ 어디서 배울 수 있노? 몇년,1
너 닉네임에서 불향기가 느껴진다 ㅇ ㅇ 특수용접이니 그거 고수익 이라면서 나도 그런거 한달에 하는 사람 있으면 몇년 따까리 보조로 월 150만원 받아도 되니깐 좀 배울 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 ㅅㅂ 천따리 이상 배우고싶다기사 것 같은데 대체 그런건 어디서 버는 수 있노?,1
ㅇ 닉네임에서 불향기가 느껴진다 너 ㅇ 특수용접이니 그거 고수익 이라면서 나도 것 그런거 150만원 사람 있으면 몇년 따까리 나이에 월 하는 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 보조로 도전한 어떤 아줌마들 한달에 천따리 이상 버는 ㅅㅂ 같은데 대체 그런건 어디서 배울 수 있노?,1
너 닉네임에서 불향기가 느껴진다 ㅇ ㅇ 특수용접이니 그거 고수익 이라면서 나도 ㅅㅂ 그런거 하는 사람 있으면 몇년 따까리 보조로 월 150만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 것 같은데 대체 그런건 어디서 배울 수 있노?,1
깨끗한데 갠지스강치고,0
갠지스강치고 깨끗한데,0
대구 ㅁㅈㅎ,0
ㅉㅉㅉㅉㅉㅉㅉ,1
승 쥬지,0
쥬지 승,0
말을 못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜,0
왜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 못해 말을,0
말을 왜 못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
왜 말을 못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
와 시발난 작년에 30됫는데 히키생활중인데 일게이라서 1살위 새끼한테 20대초반 찐따밖에없도 마냥 진짜 날 모자른새끼처럼 갈궈서 좆소에서 퇴사하고 1년가까이 빡치고 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 첫인상부터 날 만만히보고 쉬펄..친구도 후임갈구는거 모쏠아다 나랑 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,1
와 시발난 작년에 30됫는데 좆소에서 나랑 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 첫인상부터 갈궈서 빡치고 퇴사하고 1년가까이 히키생활중인데 시발 남눈치 진짜 생각할수록 좆같다빡대가리에 니글보니까 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 모자른새끼처럼 날 만만히보고 쉬펄..친구도 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 1살위 비참하게 살다 뒤지겟다이기 이렇게,1
와 시발난 작년에 30됫는데 똥꾸멍으로 쉬펄..친구도 1살위 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 모자른새끼처럼 갈궈서 히키생활중인데 퇴사하고 1년가까이 피해의식쩔고 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 빡치고 나이는 좆소에서 보고 사람들은 첫인상부터 날 만만히보고 나랑 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,1
와 시발난 작년에 30됫는데 좆소에서 나랑 1살위 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 모자른새끼처럼 갈궈서 빡치고 퇴사하고 1년가까이 히키생활중인데 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 첫인상부터 날 만만히보고 쉬펄..친구도 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,1
킬러조,0
디지기전 이름은 렌야 카라스마,0
디지기전 카라스마 이름은 렌야,0
이름은 디지기전 카라스마 렌야,0
디지기전 이름은 카라스마 렌야,0
ㅇㅈ 박나래보다나은거,0
박나래보다나은거 ㅇㅈ,0
흔들어라 흔들어라 이기,0
흔들어라 이기 흔들어라,0
