text,label
ㄹㅇ 점심때 불고기먹고 트림하면 후욱올라옴.,0
영양제에서 문제는 캡슐이나 알약을 만들기위한 첨가제들이고,0
난 왜 사진에만ㅠㅠ,0
내가 틀니 극혐해서 틀니 놀리다가 30일 차단도 당해봤지만 넌 ㅁㅈㅎ 준다노친네 같은 컴맹 틀니 상대로 조립컴 추천하는거 아니다,1
고딩들 가르치는 것 뿐만 아니라 성인 교육 시장도 마찬가지야 머리 굵은 새끼들 상대로 하다 보니 아주 대놓고는 표현 안할뿐,1
인성이 바르면 '직업에 귀천은 있다' 이딴생각 안가진다.용접공을 봐도 아 열심히 용접하는 사람이구나중국집배달부를 봐도 아 열심히 배달하는구나생각하지...용접공 없으면 용접된 철물을 가질수없고중국집배달부 없으면 짜장면도 배달시켜 먹질못하니.,0
존나 웃기네 이거ㅋㅋㅋㅋㅋㅋㅋ,1
븅신새끼 어디서 존나 그지 같은 김밥패딩만 입고 댕겼나..두번 접으면 니가 입고댕기는 점퍼정도 부피도 안나와 병신아..식당가서 반접어서 의자뒤에 걸면되 아니면 빈자리에 둘둘말아 놓으면되고..요즘 가격좀 나가는 패딩은 경량화 되고 충전재 소재도 좋아..뭔 패딩이 다 풍선처럼  빵빵해서 부피가 다 큰줄 아냐?그리고 겨울에 따뜻한게 젤편한거지 뭐가 편한거냐?누가 너한테 롱패딩 안입으면 죽인다고 협박이라도 하냐? 세상불편해서 어떻게 사냐?,1
순복음교회 조용기,0
뭐하는  인간이고?배우? 개그맨?,0
그러니까 사기도박꾼들 임...짜고치는 대국민 사기고스톱.,0
생긴 거나 목소리나 딱 트렌스젠더 같은 게 더럽게 나대네,1
원래 사회주의 이론 자체가 존나 아름답거든,1
사람들 착각하는데 우리나라 페미 이제초기야 아직 갈길이 존나멀었어,1
가끔 저래 빡칠때 있지.,0
라멘 어디서 유래했노?,0
소총좀 사놔....,0
원래 이상했는데  니가 눈을 감았겠지    요새는 무슨,0
공익에 반하는 사실은 명예훼손 성립자체가,0
이게 딱 일베 스텐스지 ㅇㅂ,0
근데 공무원도 케바케라 빡세고 힘든데는 힘들다고 하더라아는 동생도 자주울던데 민원 진상들 너무 힘들다고,0
송파랑 성동도 포함해줘,0
문재인보다 문재인 빠는 시발 개새끼들이 더 좃같네 개간나 시발년들,1
응 강남 개포동에 썩다리 아파트가 20억이야,1
아니나 다를까 가능 댓글 있네 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
미안하다게이야 심적으로는 내가 너보다 수십배는 힘들다 진심이다게이야,1
그래서 계속 빡센 곳은 빡세고 편한곳은 편하니 정부의 잘못이지,0
ㅋㅋㅋ 생각엄는 차주네요,0
모노노케 히메,0
내가 알기론 장면 하고 전두환 김대중 다 천주교 였던적 있었던거로 아는데,0
아마존지금사면 늦음?,0
개병신세끼!,1
pornhub에 코스프레하고 떡치는거 있다,1
더 크게 골아라,0
오히려 반대아니냐?,0
황교안이 짤라버렸네 ㅋㅋㅋ,0
7등급이면 공부할 머리도 의지도 없는 좀비들이야.,1
코로나를 이긴 만우절 ㅋㅋ,0
=> 난 그런 말 한 적 없는데? ㅋㅋㅋㅋㅋㅋ왜 거짓말하노? ㅋㅋㅋㅋㅋㅋ,0
근데 저기 3개월이라고 어딧음?,0
고마워요~ 이런 꿀팁을 !!.,0
저거 황해 하정우룩 아니냐?,0
"나도 리재명 존나 싫어하지만, 이국종이 옳은 일 한거였다고 생각한다.",1
근데 조쉬는 한국문화를 타 외국인에 비해 잘아니까 인기많은건데 그걸 질투하는건 ㄹㅇ 자적자고...,0
예상 ㅈㅎ 주려다 문 욕하는거라 아무것도 안줌,0
기생충들,1
저런식의 여론조성은 결국 남자들피해로 돌아옴 나중에 가봐라 진짜후회한다 여가부시발년들은 철지난 성교육으로 ㅈㄴ남자들은 이상성욕자니 니들이 성욕을 해소하는모든방법은 다 불법적이고음성적이다라고하는 마당에 뭐가 해결되겟냐ㅋㅋ 야동사이트도 다 막는 나라다 생각보다 더 병신같은생각을 윗대가리들은 하고있음,1
삼성꺼 같은데?,0
ㅋㅋ병신새끼 다리로 떨어질거면 얼굴이라도 쳐박지 말던가 아니면 첨부터 그냥 머리로 쳐박던가 애매하게 떨어져서 둘 다 꼬라박네ㅋㅋㅋ다리부러져서 대가리 한 대 빡 때리고가면 쫓아오지도 못하겠노 ㅋㅋㅋㅋ,1
억지같긴 뭐가 억지야... 그 수많은 사람들이 억지로 좋아한단 말이냐? ㅋㅋㅋㅋ 말이되는 소리를 해야지,0
북한은 존나 민감한 부분이라서 정부에서 돈 줄 끊어버리면 지들 잇속은 못챙기니...,1
찾으러 갈때...,0
최승호 병신,1
경찰이 거부하면 아무것도 못함  민간인만새됨,0
씨발년이라고 할것까진 업잔아,0
씨발것들!!!,1
자식은 무슨 죄냐,0
놀토랑 맛녀석들 재방 존나 하던데 돈 쓸어담겠네 ㅋㅋ,1
멍청한 놈들,1
하여튼 전라도놈들은 뒷배가 좋아 ㅉㅉ,1
재미도없고 에휴 ..,1
대구대구대구 진짜싫다~~~~~,0
박근혜 애미 애비가 창자까지 돌림빵쳐당한 육변기 개갈보지 씹창년새끼 ㅇㅇ,1
진정성이 담긴 홍익강연들,0
주작하네 시발 니가 삼전 무선시업부라고? ㅋㅋㅋ,1
이새끼 위장홍어다 ㅁㅈㅎ줘라,1
아 내 감수성 돌리됴ㅠㅠ,0
나라서 웃지 못하겠네 ㅠㅠ,0
얼추 맞구마ㅋㅋㅋㅋㅋㅋ,0
팩트는 보니하니 20살 차이나는 동생을 주먹으로 패는게 어린이방송에서 그대로 송출사나 그냥 쿵쾅이들이 트집잡으려 했는데 실패 그냥 넘어감bj는 98%가 쓰레기새끼들만 있어서 욕처먹어도 마땅 아무 상관 없음,1
이거 ㄹㅇ,0
못따면? ㅁㅌㅊ?,0
지디의 수많은 팬들을 감당할 수 있겠냐?,0
강제로 끌려간게 소수 일거다.  위안부 절대 다수는 일본여자들이었고,0
gdi엔진이 엔진오일 잡아먹고수리비 들어갈 일 많아져,0
둘다못쓴다,0
BBW 취향이긴한데 가슴은 빵빵해서 좋다 이기,1
예전에 강서구는 서울이라고 말하기도 부끄러운 동네였다,0
머구는 가능할걸,0
"베트남도 똥남아에서 한가닥 하는 나라 아니냐? 미국,프랑스,짱깨도 몰어낸 나라잖노?",1
니가 근거 가져오면 니가 이기는 게임 아니겠노 이 씨발년아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
수많은 시체팔이로 단련된 +9강멘탈 소시오패스 종결자 ㄹㅇ,1
OKDAE 애를 키워봤어야지 알지,0
조 중 동,0
ㅌㅋㅋㅋㅋㅋㅋ 보배아재들이 신천지 재산좀 불려주게생겼네요,0
오늘도 여자에 미친 일게이들 ㅁㅈㅎ,1
"미국이 이란산 원유를 중국으로 수출하는것을 제제하는 핵심은  뭐냐? 그래서  국제시장질서 , 이란도발을 방어하기위한 목적의제제  ,  중동정세의 안정 ,  호르무즈해협의 항구적 상시적  선박항행목적의 평화 유지이란의 깨어있는 시민의식만들기",0
윤석열 청원 답변 예상 ) 검찰개혁 국민의 엄중한 명령 최근 인사 위법이 아닌 지극히 정상적인 정기적 인사의 하나 청와대는 아무 잘못없음 응 조까 검찰개혁 완수할꺼야,1
틀베라케,1
16살때 질싸당했네 ㅋㅋㅋㅋ,1
ㅆㅅㅌㅊ,0
젤 공장충들 화장실에서 오줌 모아놨다가 젤에 넣음,1
"알로하 항공은 섬들을 연결하는 초단거리  위주 항공사라 고도가 낮앗음 약 2만4천피트  였음근데 저것도 운좋은거임 ,  만약 금방 차륙못햇으면 저체온증에 쇼크사로 죽었을거야애초에  제트여객기는 속도가 빨라서 저정도로 외피가 까지면 바로 분해되는데 운좋았음",0
그정도 되면 뷔페가 편의점 삼각김밥먹는거나 마찬가지일듯,0
맞다  기억해줘서고맙다,0
노무현 오랜만에 외출 나왔노,1
오히려 무시해주면 좋아함 열악한척 하면서 꿀통에 꿀채우거든,0
ㅈㄹ 가난이 죄냐? 기다려주는 것도 필요하다. 세상사는게 그렇다. 어린새끼라그런지 좆도모르는거같은데 너처럼살면 칼맞어,1
얼마남지 않았다 ㅋㅋㅋㅋㅋ,0
주님의 경륜이 아니면  불가능한  표적 이자나,0
비수기라하더라도 12월에 순수익100조금넘게벌림ㅜ 보통 300-400은벌리는데ㅜ 사람들이 돈을 안쓴다ㅜ,0
아임뚜렛도 울고갈 연기력 ㅇㅂㅇㅂ,0
와 !,0
사탄: 너를 나의 후계자로 지명했다,0
저거 무슨 상황이냐 ㅋㅋ,0
자막도 마이너감성 ㅋㅋㅋㅋㅋ,0
사회주의성향에 범위선정 제대로 못하고 떠드는걸,0
조까 ㅂㅅ아 살면서 만날일도 별로없는 성씨들가지고 한무당질하지마라,1
미친놈 어디서 되도 않는 주작질이노,1
바랄걸 바래라. 발음이라도 제대로 했으면.,0
진지하게 현역 서성한 밑이면 걍 포기해 허송세월가능성 높음 나이먹으면 대가리굳어서 더힘들다,1
극단적 선택이 자살만 있는 것더 아니고 개나소나 극단적 선택이래 ㅋㅋ,1
그분들께는 음식점 영업하지마라는것과 같은 논리입니다 ㅋㅋㅋㅋㅋ,0
돈사랑교회,0
보수유투버들 대부분이 저런 식이야노력해라 노력노력안한 니들 잘못허구헌날 노력타령황+장수 등 사회시스템과 정치인의 문제로 보는 극히 일부 보수 유투버를 빼고는 다 그런 식임,0
돈버는 재주는 좋네,0
이사떡ㅋ,0
ㄴㄴ 할아버지는 지장보살멘탈 호인이고 아줌마는 츤데레임,0
명문가 양반집 자손이면 이해라도 가는데 지금 대한민국 국민 99%는 그냥 쌍놈들이다.  쌍놈들이 뭔 제사냐? 지들이 양반집이라는놈들 족보는 다들 있고? 족보 있으면 대대손손 내려오는 문집들은 있고? 이건 정말로 위조가 불가능하거든 하루이틀만에 만들수도 없고 지식이 없으면 만드는것 자체가 불가능한게 문집이다. 문집없는것들 다 쌍놈들이다. 그리고 선조로부터 내려오는 선산들은 다 있냐? 이런거 하나라도 없는것들은 다 쌍놈들이다.,1
경비수료증 있는사람ㅁ2ㆍㄴ됨ㅅㄱ,0
그냥 계속 금지해 뭔 2개월 ㅎ,0
다음 가봐라... 진짜 거기는 종교더라 ㅅㅂ 바로 탈퇴했다 카카오도 곧 탈퇴할거다,1
노트북등 IT 제품은 브랜드도 중국산이아 등신아 꼭 좆도 모르는 새끼들이 컴퓨터 아는척 오진다니깐  비유도 등신 같이함 16기가 브랜드 란다 씨발 ㅋㅋ괜히  모르면서 나서는 애들 보면 김치년 보는거 같아서 딥빡이 쳐오름,1
주예지가 진정성있는 사과를 하려면 이런 애랑 결혼해줘야 한다.,0
이분도 가실때가...,0
좃 때라 쫄보새퀴야,1
병신짓엔 한마디할수도 잇지,1
명도가 머임?,0
대한민국이 일어서다니..정말 기적입니다.,0
이제 기름도 퍼부어야지?ㅋㅋㅋ,0
에휴,0
일베새끼들 하고 싶은말 많으면서 아끼는거 보소 ㅋㅋㅋ,1
그건 ㅇㅈ ㅋㅋㅋㅋㅋ 일단  채우자 꿀잼각 ㅋㅋ,0
난 월세 50냄,0
도장런이 뭐냐,0
강도질을 하지 않았어도 횡령을 하면 유죄가 된다. 아무리 많은 착한일을 하더라도 하나의 죄를 지으면 유죄다.,0
목사한테 빤쓰내림!,1
이젠 구더기도 불쌍하게 느껴짐,0
내가 이래서 결혼하기가 무섭다 결혼하기전에 어떤년인지 어떻게 알 수 있겠냐 막상 그 본성이 마지막에 나올지,1
신발보다 싸,0
예쁘긴 한데?,0
쌀한가마니 정도 무게 자주 들어야되냐??,0
!!!!!!!!,0
아이나꼬 딸라가 말라끼 띠띠 마간다나 아이나꼬 딸라가 아농기낭 가와모  아떼 마사낏 챤  왈라나 빼라 모,0
응 저것도 다 대본 ㅋㅋㅋㅋㅋ,0
12월에 생산된 전시차량입니다.,0
둘다 병신새끼들인데 잘만났구만,1
ㅋㅋㅋㅋ ㅂㄷㅂㄷ 거리는거 보니 대대로 그지새낀가보네 .,1
저 여자 욕하면 나 고소먹겠지?,0
쓰레기,0
"저기요, 지갑에 2천만원짜리 수표가 없네요...님 고소!!! 이런 스토리로 부탁한다. 4월 1일에 보자.",0
같은 급수인데 왜 업무량에서는 차이가 나는 거임?,0
사람색끼 말을 믿읍시다,1
씨발 존나 무섭네유관순 열사님 ㅠㅠ,1
백화점 vip는 안 빼줌....롤렉스 자체 vip되면 스틸모델 입고 시 먼저 연락준다는 썰은 들어봤는데 롤 vip 되려면 금통을 많이 사야해서...,0
"아니 시발 수사권에 기소권까지 가지고 있으면서 법원까지 점령 당했고, 검사가  수사하려고 하면 공수처가 중간에서 가로채는데",0
결국은 조직의 최상위 권력자들 따까리 밖엔 안됨.,1
공산주의에 대해서 배우고 느낀 거라고 하더라,0
존나 웃기지???더 화를 불러내는 행동을 해 그러면서 차별을 하지 말래 미친 개새끼들이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ깔끔하게 단정하게 매너있게 시위 퍼레이드해도 시선이 바뀔까 말까인데 좆같이 벗고 어린애들 절대 보면 안 될 미친짓을 한다구... 거 참 이해 못 할 새끼들이야 그러니 항문 똥나오는 곳에 쥬지를 넣지,1
왼쪽은 할아버지 아님?,0
이런 고소 고발이 추후 신천지를 탈탈 털 명분이 되어줄겁니다. ㅋㅋㅋㅋㅋ,0
돈 없고 외국어 못하면걍 저세상으로 이민가라당장 갈 수 있음,0
역시 일베구더기 모자리들은,1
"지자체 사람들은 그 동네 살겠지만, 그래도 그 사람들 그 지역에서 중심이 되는 시 단위에서 산다. 거기서 살면서 자기 근무지로 출퇴근하는거지.",0
심적 여유가 그나마 있는 거임.,0
주예지 생각이 대한민국 여자들 생각일까 두렵다 뒤지게패고싶은 밤이다,1
그래 니말대로 그렇게 나누려면 그리 해라,0
그거슨 주인님과 노예의 차이,0
있어 그거,0
유치하다..,0
이건 나도 어느정도 동의함,0
난 말죽거리 잔혹사 본 이후로 집에 혼자 있을 때 거울 보고 대사 연습함야 니가 그렇게 싸움을 잘해? 옥상으로 올라와이거 몇천 번은 해봤을듯,0
공부하다가 자살하라는 것과 마찬가지임,0
충선왕이 소를 좋아했어!,0
발기부전 냉동자지 에,1
빠른 테크트리도 좋은 옵션인디 흠,0
니애미 김정은 후장빨이년 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
저말이 틀렸냐고 대깨문들아 팩트로맞으니 아프니,1
아찔한 조언이네,0
가세연에도 나오던데 좌빨 강사면 절대 안 나가지,1
갱북도 홍어잠식 많이됐음,1
기능고장! 두부고장!,0
수능은 94년 실시 이후 항상 백분위와 등급을 같이 표기했습니다.,0
돈많은 도련님. 잘 들으세요. 세상에는 다 그에 맞는 물건이 있어요,0
곧 4월이노ㅠㅠ,0
우리의 인격은 전범기 외에 기본 나라의 상징은 공격하지 않습니다. 삭제해 주세요.,0
예전 전기일로 남부산림청 가봤는데ㄹㅇ 개꿀 빠는거 부럽더라 ㅜㅜ,0
어이가없어서 웃음하고 욕밖에안나오네,0
하여튼 뼛속부터 딴나라당~,0
니말대로 천한직업이야말로,1
최고의 지도자?,0
여기 써있는 그대로의 문장이면 성실이고 자시고 니가 넘겨짚고 있는 것 같은데?공부할 생각 없으면 용접하란 소리 아님? 용접에 공부 필요없는거 맞잖아글쎄 뭐 호주니 뉴욕이니 하는 데서 이런 기능공이 돈을 많이 받는다고 하는데 실제 인식이 어떤진 모르겠지만기능공이 공부해서 얻는 직업이랑 같은 대우를 받는 나라였으면 이게 문제가 되는 발언일까? 그냥 공부 안 맞으면 용접해라 하는 다른 선택지를 제시해준 것 뿐이잖아이게 기능공 비하발언이라고 주장하는 사람은 그 사람부터 은연중에 기능공을 한 수 아래로 보고 있다는 소리밖에 안 되는 것 같음,0
"알겠다이기ㅋㅋ 딱 채찍쳐맞는거 좋아하는 한국식 마인드네. 노예마인드.  조금만 성공한 사람이 뭐라하면 똥오줌 못가리고 찬양하기 바쁘노.  씨발 유명해지면 똥을싸도 박수를 쳐준다던데 정말이구나...ㅎ 손주은 영상 다시 한번 더 보길바란다. ㅂㅅ같은 개똥철학이나 읊어대면서 어린십대들한테 창녀운운하는게 좋게보이는지.. 그리고 그영상보면 학생 뺨싸대기 때리는것도 나옴. 편집해서 영상은 안나오고 소리만 나오는부분..  그런것들은 현실능욕이라고 단순히 치부할 것들이 아님.  인간 쓰레기들이나 할법한 말이고 행동이지.  손돼지새끼 인성은 예전부터 유명했음.  어린애들 상대로도 감정조절 못해서 싸대기때리는건 예사고, 잠깐 꿈뻑 조는 학생한테 ""넌 삼수나 해, 이새끼야!""  라는 식의 폭언도 일삼았었음.  강사는 수업 가르치는거나 잘가르치면 될것이지, 언어적으로든 신체적으로 폭력을 일삼는다면 그건 인간쓰레기지.  미국이었으면 깜빵갔을일이다.",1
어제 야간작업까지하고 술쳐먹고 곯아떨어진듯ㅋㅋㅋ,1
알아서 여자애가 고백하든가 고백 비슷하게 멘트 날라올거임,0
응 페미년 자국이라고 나누는 너가 인종차별주의자다,1
"인터넷, 유튜브의 발달이 양날의 검임 ㅋㅋ근데 그만큼 또 빨리 사그라들고윾튜브처럼 도리어 뻔뻔하게 행동하면 위기가 기회로 바뀜 ㅋㅋ참 한국사람들 다루기 어렵지",0
명박놈 방송,0
수영할때 음파음파,0
정말 가지가지하네여,0
이새끼 백퍼 보배분탕이네 ㅋㅋ 내가 말이 많으면 논리로 반박해 시발년아 어서 좆거렁뱅이새끼가 최저시급타령이여,1
돌고래도 팬 쥐어주면 7등급은 안나온다,0
주어없음 안됨 안바꿔줘 돌아가,0
그냥 병신 프로그램,1
난 그렇게 생각하는데 그래서 대한민국 정부도 일본의 항공을 막는거 아닐까?,0
아주먼 옛날에 지구까지 왔던 외계인 이라면,0
사장이 전라도인 구라미터를 믿냐?개표기 조작이 문제임,0
이런분이...국회로 가셔야....하는건 좀 오바인가요??,0
같은 자국민이 아니니까 좆도 하루한끼 먹이고 하루종일 일시키고 개구리에 돌멩이 던지듯 쌍놈들 대가리에 돌던지고 여종들 돌림빵해도 양심의 가책을 받지않을수있는거임.,1
아 그래서 용접해라?,0
머가리 용량 다차서 트져 뿟노?,1
확실한건 술병은 걸림,0
하여간 흉기 언플 존나함. 이제 안먹히지 자국민이 호구도 아니고,1
병신새끼 지 이야기 쳐하고 자빠졌네.,1
마키노 텐동집 갔나보네 난 교토에서 먹어서 교토인줄알았더니나라도 있었누 체인점인가보네 여기도 줄많이서던데 난 거기 2번가서메뉴 다르게하고 조개국물 추가해서 먹었는데 ㅆㅅㅌㅊ,0
3. 인간의 구원에 육체는 중요치 않다. 그리스도인들은 율법에서 해방되었기 때문에 육체가 짓는 죄는 정죄의 대상에서 제외된다.,0
그런말 하는 너도 결국 당해보면 그딴소리 하지도 못할걸?,1
벳남 현지인 친구가 붕어빵 사진을 보여주며 한국에서 이거 얼마냐고 물어봄,0
2. 죄에 대한 형벌을 깨달을 것,0
가만히 좀 있지  왜  얘기해서 통까흥  알고리즘 가동했네  씨발,1
뒤를 쫓는 그림자는 명탐점 (명탐정) 바베크 (바베크),0
뭐 눈에는 뭐만 보인다고 전라도 까는 애들이 전라도스러울 수밖에 없음,0
혐세의 한국외대 나온 성제준 엄청 무시하던데 (지는 삼수지만 서울대라서 이해는 함)같은 중경외시 주예지 겁나 까겠노ㅋㅋ,1
ㄴㄷ 정규재 신의한수 안정권 좌좀빨갱이 홍어새끼,1
"정상이 어딨노 다 본성은 미친 마음이지.  근데 깨달은게 본성을 거스르고 반대로 나아가는게 인생인거 같더라. 본성대로 살면 좃같아짐,, 특히 같이 살면.., 여튼 감사.",1
이제 중국이나 일본 이미지가 영~~~,0
지랄도 풍년일세~~,1
내가 173에 저러고 다니는데 시발미안하다 이기..,1
와 난 55인치인가 그거 이번에 사면서 와이프보고 큰티비를 모하러 사노 했거든 어차피 테블릿 많이 쓰니깐 75면 존나크것다 진짜ㅋㅋㅋㅋ,1
휴게소 화장실에 스티커 붙이는건 야들 전문이거던,0
예상보다 빨리 독립하겠다. ㄹㅇ,0
니가 지금하는 소리가 뭔소린 줄은 알고 하는거?,0
고뱃은 진도 다 뺀후 하는게 정섯임적어도 키스는 하고 고백해 아다새끼들아,1
일본 걸스채널 같은데서 전형적인 남자의 망상으로 만든 작품들이라며 까더라 ㅋㅋ,0
그랬던 친구 어머니가...,0
"그러나, 오 허무한 사람아, 행위 없는 믿음이 죽은 것인 줄 네가 알고자 하느냐?",0
정확히는 독학재수학원이었음,0
화성은 사람이 살 만한 동네가 아니다무적권 걸러라,0
기술직 폄하자체가 병신아 차라리 공장간다고 하지빙신아,1
시발년이네남친 잇냐?,1
쉬크만쓰다가 질레트 스킨텍 신제품나왓다고 2500원에 2개 주길래 써봣는데 ㄹㅇ 신세계다보통면도할때 힘살짝줘서 미는데 이건 ㄹㅇ 그냥 미끄럼틀됨 그렇다고 안짤리는것도 아니고 두세번밀어주면 자극1도업고 잘밀림쉬크꺼 날 아직 5개남았는데 갈아탈지 고민이다 이기,0
의대생인데 의대교수님들이 항상 강조하시는게 '인성'보다는 '실력'이다. 왜 그런지 아냐??아무리 사명감이 투철하고 배려심이 깊어도 실력 후달려서 매스질 잘못하고 오진 한 번 하면 사람 죽는거야. 우리나라 인간들이 얼마나 열등감에 찌들어있는지 알 수 있는게 그 분야에 종사하는 전문가들의 견해따윈 개무시하고 그저 지들한테 쉬운 도덕적 잣대로 남들을 흠집내고 까내리는게 요즘 대한민국 풍조임. 참 개탄스럽다. 아 맞다 문재인 씨발개새끼.,1
레알 둘다 병신.. 근데 안물어보고 멋대로 해버리는 인간들은 상종안하는게 답이다.,1
그래도 책임지네 남자답다,0
저런사람들보면 내가죽더라도 진심 전쟁나길 기원함,0
ㅜㅜ,0
키라라같기도하고,0
보고느낀것레미본야스키 사진씹간지최홍만 브록 경기존나기대햇엇는데 김민순가누구로 대체대서 노무아쉬었던기억홍만이 타이슨은언제만낫누,1
저세끼들이 어떻게 무너지고 남은 인생과 주변이 끝장 나는지 꼭 지켜본다.시발,1
일부로 알면서 뛰어내린거,0
쪽본은 이대로 쭈우욱 좟되길,1
안장 뜯어가야,0
이게 진짜 벌이다,0
신천지사람들은 치료안해준다고 발표하면되는데.. 개새끼들,1
이만희가 지시했다면 이만희는 반드시 생전에 천벌을 받는다!,0
개노답 대구,1
저놈의 30프로,0
비슷하게 생기게 된건 고려 이후 피섞여서 그리 된거지. 그 전은 완전히 달랐을듯,0
415이후엔 당분간 안보이겠군,0
사기당하는거 유튭채널 개설하면 돈  존나게 벌듯,1
통까면 너 홍이지,0
전화는 누가 받아?,0
자기가 짠따다 싶으면 돈 많이 벌면 된다 나처럼,1
깊은 빡침,0
이래서 개독 개독 하는거군요,1
외조카들 존나 이뻐해주는 삼촌도 있다 이기얌.,1
유교성리학 사회문화가 아직까지 남아있어서 그래 이게 뭔지 알잖아?,0
막지무지 존나귀엽다 나 맨날보는데,1
ㅇㅈㅋㅋ 속으로는 ㅈㄴ게 찔리는일게이들인데,1
저사람 개인적으로 안다 복싱챔프는 맞음 근데 단체가 첨들어보는 단체였고 전적도 4전4승인가 6전6승인가 얼마안됨,0
개독 일베 핑크탕 신천지가 싫어할 내용이네여,1
네례한국당은?,0
기술직이 아니라 기능직이야 기술직은 4년제 엔지니어들이고,0
내가 한 착한일이 나의 죄악을 덮어주지 못함.,0
게이야 나랑 상황이 비슷하노 나도 개 좇같은놈 땜에 미치겠다 어쩌겠노 인생 길게 보면 이 순간도 곧 지나가겠지하고 맘 잡으면 또 씨발 좇같은새끼 죽이고 싶고 매일 반복이다 근데 별것도 아닌 병신땜에 내 중심이 흐트러지면 쪽팔리자나. 힘내자 소중한 가족이 한새끼땜에 분위기가 안좋으면 되겠노 항상 니가 젤 위다.,1
한때 한솥밥 먹던 진중권이 저 진영에서 잠시 이탈해 좌파새끼들 개소리하는거 저격하고 있으니까 저렇게 주목 받는거지 우파라고 무슨 아가리 닫고 있는 그런 상황 절대 아님,1
[이게 쓰고 안쓰고 했다는 증거이면서도 안일한 대처라고 취부하면 메뉴얼 삭제는 아니다 하기 어려우니 애매한..],0
신림 갑을 아파트 5억,0
"석유 화학은 GS, S-오일, 현대오일뱅크지",0
야구랑 농구에 비해서는 많이 못범,0
위에 왼쪽사진봐라.,0
안동에 왜 가셨니껴?집이 안동이니껴?식사는 맛있게 했니껴안동에 마사지는 어떠니껴아 ㅅㅂ 한우 보고 한우먹으로 나가야겠다,1
ㄱㅅㄱㅅ 덕분에 속이 시원해짐,0
저렇게 돈많은 승리놈도 못없애고 있는데 뭔 방법을 찾냐,0
중국간첩,0
얼굴도 ㅍㅅㅌㅊ인데왜 저런짓을할까,0
마. 쫌 아노,0
약 ㅇㅇ 문페이스 보이노? ㅋ 내장비대증에,0
김밥은 어느 나라 음식이노? ㅋㅋㅋㅋ 이 씨발년아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
전시라고 말했고 여럿이서 사람 병신만들기 쉽고 죽은자는 말이없다.내목숨을 위해서 기꺼히 엿같은 새끼에게 내 K2 소총으로 후장을 갈겨줄테다 그게 간부라고 해도 말이지간부새끼땜에 죽나 다르게죽나 죽는건 매한가지,1
내가 얼굴만 잘생겼으면!,0
댓글 이미지 올리기,0
14년 유입 주제에 나대서 ㅁㅈㅎ,0
80대?,0
백퍼저거 다시 다주워먹음,0
2번째 굴뚝은 왜 뭉개져있죠,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
큐브스테이크덮밥 시켜도 저거보다 고기 많겠다,0
그네:어서와 깜방은 처음이지?,0
피복아크용접 이라는건데 용접시 고열로 철재가 금방 부식되기 때문에 산화를 방지하기 위해 이산화탄소를 끼얹어 공기를 차단하면서 용접함용접봉은 피복에 쌓여 돌돌 말려있는데 용접건 스위치 누르면 이산화탄소와 함께 찌~익 줄줄 나옴힘이 좋다고 해야하나? 모재를 파먹으면서 쇳물을 채우는 특성때문에 인장강도가 강해야하는 용접에 적합하고 용접건만 다룰줄 알면 되기때문에전기(아크)용접이나 알곤 용접에 비해 장시간 용접작업시 피로감이 덜하고 빠른작업이 가능해서 조선소나 여러 공장에서 두루 쓰임단점은 불똥이 오지게 튀기때문에 전신을 보호할 보호복을 입고 작업해야 한다는점이 최대 단점ㅋ,0
박나래 아니냐?,0
일본은 금융으로 돈 버는 나라다,0
양,0
조까셈 내 친구도 지능 솔직히 명수보다 ㅆㅎㅌㅊ데 돈 잘벌고 여자 잘사먹고 다님,1
"신승범,최진기 은퇴시키고",0
그런걸  실시간으로 느껴야   먹고사는거지,0
본능적으로 싫은건 어쩔수 없으니까.,0
정치 종속자들,0
그렇게 생명이 소중하면 덜 소중한 돈을 쳐 가져와놓고 그딴소리를 씨부리던지 ㅋㅋㅋ,1
물론 논란의 여지가 있긴 하지만 이렇게까지 사과영상 올리고 마녀사냥 할 내용은 아니라고 생각하는데... 좀 과열된듯,0
"ㅆ선비들 많네. 저게 못할말도 아니고, 7등급이면 용접해야지..",1
왜 여자들이 경찰에 신고 안할까? 라는 생각들만큼,0
함소원아 대치 은마상가 중고명품샵 기억하지? ㅋ,0
1년 이면 마누라랑 별로 안하고 싶음 ;;,0
뒤져라,1
보내봐라,0
음 근데 일게이들은 관계없자나. 결혼 안할거자나?,1
어휴    ㅋㅋㅋ,0
나도 그래서 약먹는중,0
관공서 부터 하다못해 인터넷 휴대폰 개통 등등 모든 문제를 본인이 해결하고 법적인 문제등등,0
말 논리적으로 잘하네. 의외로 천재일지도,0
